Altitude,Speed,Radar_Cross_Section,Acoustic_Signature,Thermal_Signature,RF_Signal_Strength,Target_Type
343.99,39.64,0.37,58.17,56.04,52.38,Single Drone
492.58,32.12,5.24,79.47,79.88,73.16,Drone Swarm
148.3,31.8,0.4,55.1,54.02,41.52,Single Drone
923.62,14.08,5.5,96.18,73.14,79.98,Drone Swarm
772.38,12.52,0.46,68.29,54.92,22.12,Single Drone
150.37,27.67,0.35,52.36,50.1,21.92,Single Drone
980.45,41.03,2.81,75.74,87.87,110.3,Drone Swarm
344.85,21.47,0.18,54.76,56.51,48.4,Single Drone
48.98,23.38,0.01,23.24,40.14,0.0,Bird
659.03,41.62,0.13,60.12,60.82,25.58,Single Drone
244.24,22.71,4.82,77.13,88.5,99.01,Drone Swarm
71.2,21.84,0.01,28.17,38.56,0.0,Bird
190.64,15.84,0.02,25.93,41.03,0.0,Bird
289.59,23.19,3.92,78.75,83.25,97.1,Drone Swarm
39.33,24.26,0.04,28.66,37.69,0.0,Bird
608.41,46.27,0.23,64.01,63.73,37.76,Single Drone
225.09,25.58,0.13,60.8,55.98,20.29,Single Drone
555.37,38.01,1.83,92.64,95.53,104.38,Drone Swarm
508.41,37.75,3.47,86.49,90.61,85.11,Drone Swarm
842.61,19.03,0.25,53.57,51.45,41.37,Single Drone
870.6,41.25,0.22,60.69,56.48,51.74,Single Drone
623.05,26.42,0.45,51.89,58.22,24.77,Single Drone
707.23,41.06,5.83,75.27,71.23,116.77,Drone Swarm
603.31,15.54,0.34,46.64,58.91,49.7,Single Drone
511.03,23.82,0.46,43.24,52.95,30.29,Single Drone
55.07,14.94,0.04,10.7,41.14,0.0,Bird
137.04,21.45,0.03,14.74,38.49,0.0,Bird
572.23,36.54,0.12,69.43,48.38,40.06,Single Drone
42.93,19.63,0.03,10.11,37.2,0.0,Bird
159.94,20.64,0.03,21.94,41.37,0.0,Bird
616.34,40.99,0.11,68.84,50.95,56.32,Single Drone
338.89,15.07,0.28,68.69,47.12,34.22,Single Drone
139.49,18.0,0.02,29.27,40.24,0.0,Bird
220.21,40.49,0.16,66.21,59.43,57.02,Single Drone
304.6,45.25,0.14,51.96,64.72,39.3,Single Drone
149.19,10.46,0.04,15.5,39.63,0.0,Bird
258.81,36.36,4.01,76.28,94.39,91.16,Drone Swarm
206.03,35.51,5.74,93.36,94.6,116.52,Drone Swarm
503.13,25.05,0.43,45.36,50.05,56.32,Single Drone
281.8,37.37,0.13,54.97,58.74,26.87,Single Drone
354.95,30.48,0.17,55.29,48.98,44.41,Single Drone
882.39,41.44,4.62,84.52,87.33,116.61,Drone Swarm
600.35,24.87,0.13,69.83,54.91,41.15,Single Drone
927.94,29.5,4.35,93.34,96.07,99.22,Drone Swarm
328.02,43.66,0.2,59.05,63.98,21.23,Single Drone
599.82,39.86,0.3,54.94,45.79,37.78,Single Drone
556.66,46.83,0.17,45.92,46.56,37.42,Single Drone
331.22,25.0,4.01,92.9,70.44,91.25,Drone Swarm
928.38,19.29,2.57,79.81,77.78,79.32,Drone Swarm
382.13,45.79,0.21,47.95,47.64,57.8,Single Drone
814.92,48.01,0.31,45.27,55.94,38.41,Single Drone
175.7,6.7,0.03,23.17,38.6,0.0,Bird
931.61,38.49,2.26,98.01,72.5,78.77,Drone Swarm
698.39,20.08,0.1,50.43,51.86,44.38,Single Drone
408.67,38.72,1.58,101.88,77.94,80.76,Drone Swarm
148.68,20.71,2.45,107.63,76.52,96.65,Drone Swarm
117.8,18.41,3.34,93.06,79.72,98.7,Drone Swarm
521.91,38.39,0.33,50.27,52.06,37.19,Single Drone
805.8,43.1,0.1,46.6,59.28,40.36,Single Drone
938.62,48.8,0.41,69.87,58.52,35.04,Single Drone
132.68,13.84,5.7,93.63,96.35,114.79,Drone Swarm
379.65,43.28,0.46,56.55,49.02,32.67,Single Drone
191.27,19.18,0.04,14.21,37.86,0.0,Bird
726.61,32.21,0.13,56.01,55.15,27.53,Single Drone
263.79,38.83,5.84,85.15,80.98,77.17,Drone Swarm
854.03,34.73,4.68,100.05,94.31,93.56,Drone Swarm
906.16,11.88,3.27,77.1,97.34,85.82,Drone Swarm
458.64,32.89,0.45,49.83,64.83,50.02,Single Drone
665.63,32.64,0.13,64.84,57.28,21.01,Single Drone
103.82,8.53,0.04,23.45,39.33,0.0,Bird
683.58,26.72,0.32,54.94,50.45,27.08,Single Drone
12.76,10.5,0.01,18.37,37.25,0.0,Bird
827.3,20.25,2.63,90.95,93.96,99.18,Drone Swarm
93.74,15.9,0.03,15.11,38.67,0.0,Bird
708.27,17.79,0.26,61.62,62.99,21.98,Single Drone
645.46,18.24,0.28,53.29,56.32,23.23,Single Drone
741.25,15.07,0.32,50.39,59.71,42.51,Single Drone
29.28,18.67,0.02,27.18,39.93,0.0,Bird
80.68,8.4,0.03,27.76,40.23,0.0,Bird
892.4,25.93,2.76,83.06,79.69,111.23,Drone Swarm
80.93,21.36,0.05,17.91,38.91,0.0,Bird
91.51,9.97,0.01,26.9,37.39,0.0,Bird
278.51,10.09,4.15,95.65,81.18,99.25,Drone Swarm
211.24,29.35,4.45,95.27,79.42,107.19,Drone Swarm
739.78,38.8,0.25,55.73,64.94,46.16,Single Drone
315.61,30.7,3.71,104.03,75.32,105.88,Drone Swarm
988.0,29.65,0.37,62.97,57.48,53.95,Single Drone
865.44,19.32,4.98,104.46,79.03,107.73,Drone Swarm
25.73,7.37,0.02,21.48,39.73,0.0,Bird
976.82,32.48,0.25,51.8,53.04,45.2,Single Drone
260.16,23.17,5.11,93.0,96.93,106.27,Drone Swarm
283.53,45.85,0.44,44.2,47.0,26.12,Single Drone
248.4,21.45,2.93,79.39,93.53,72.63,Drone Swarm
495.82,10.99,5.75,98.1,91.3,109.26,Drone Swarm
90.58,11.99,0.03,15.19,41.11,0.0,Bird
808.63,32.32,0.38,45.89,47.13,44.25,Single Drone
986.66,20.52,3.39,88.03,75.82,73.74,Drone Swarm
68.81,5.51,0.03,29.94,38.44,0.0,Bird
131.82,21.82,0.02,27.97,38.17,0.0,Bird
451.55,13.11,0.35,58.47,61.12,40.26,Single Drone
131.99,20.17,0.05,21.07,41.25,0.0,Bird
805.8,29.25,2.0,105.63,93.24,92.48,Drone Swarm
477.87,31.43,4.63,75.7,87.86,102.27,Drone Swarm
825.91,33.51,3.4,102.93,80.68,78.83,Drone Swarm
178.96,48.46,0.47,44.11,63.52,36.34,Single Drone
164.75,12.18,0.03,11.77,37.73,0.0,Bird
347.02,16.59,5.35,95.25,70.99,87.23,Drone Swarm
137.78,14.04,0.01,14.64,38.68,0.0,Bird
984.88,42.35,0.24,54.14,55.64,49.1,Single Drone
88.4,6.47,0.02,27.96,39.71,0.0,Bird
986.87,24.14,3.81,93.63,83.82,102.42,Drone Swarm
664.09,41.7,0.32,44.7,63.78,54.94,Single Drone
359.86,19.96,0.35,52.62,60.38,38.97,Single Drone
367.09,15.23,0.13,69.34,54.29,26.66,Single Drone
368.11,31.53,1.89,85.59,85.61,103.19,Drone Swarm
495.71,29.78,2.4,75.55,89.63,107.29,Drone Swarm
913.39,12.01,0.48,43.09,47.7,31.21,Single Drone
402.43,16.57,0.33,63.7,61.11,34.65,Single Drone
145.22,30.35,5.79,102.0,74.62,119.83,Drone Swarm
63.38,13.43,0.01,22.97,41.33,0.0,Bird
868.19,30.25,2.37,93.0,72.76,76.07,Drone Swarm
418.57,33.74,0.19,40.2,53.59,47.17,Single Drone
62.7,9.55,0.04,27.62,39.84,0.0,Bird
63.55,16.86,0.04,23.98,39.53,0.0,Bird
534.71,43.9,5.7,109.16,83.73,97.75,Drone Swarm
151.35,14.76,0.03,15.76,38.24,0.0,Bird
740.4,37.19,4.12,100.54,89.1,79.36,Drone Swarm
121.38,19.75,0.05,11.34,41.77,0.0,Bird
633.48,22.93,0.33,58.29,60.68,28.11,Single Drone
15.15,10.95,0.03,21.14,38.81,0.0,Bird
143.69,18.6,0.02,25.17,41.51,0.0,Bird
99.58,42.73,4.17,109.35,88.47,82.03,Drone Swarm
878.04,33.17,4.56,108.08,70.1,107.35,Drone Swarm
89.42,15.3,0.2,54.2,47.08,20.28,Single Drone
266.11,36.11,0.45,62.27,51.72,39.21,Single Drone
103.6,23.62,0.02,13.35,37.3,0.0,Bird
108.58,24.36,0.04,21.55,41.67,0.0,Bird
482.21,16.59,3.66,76.71,76.99,106.45,Drone Swarm
27.4,18.14,0.04,18.84,41.49,0.0,Bird
66.12,31.46,0.18,59.46,57.07,43.69,Single Drone
25.99,5.49,0.01,20.06,37.98,0.0,Bird
130.14,7.58,0.03,10.44,37.43,0.0,Bird
467.17,32.76,0.38,41.85,49.42,52.95,Single Drone
568.28,42.36,4.06,75.59,89.28,115.41,Drone Swarm
868.69,20.79,2.35,108.48,80.77,90.43,Drone Swarm
73.95,11.24,0.02,16.35,40.32,0.0,Bird
542.81,18.05,0.32,52.73,55.33,21.49,Single Drone
859.45,21.39,0.48,47.01,64.01,47.27,Single Drone
971.33,19.75,2.1,99.42,80.58,72.38,Drone Swarm
463.63,44.13,0.43,65.25,62.43,21.14,Single Drone
102.35,26.41,0.37,54.11,61.08,32.87,Single Drone
641.42,24.39,0.31,49.68,51.99,54.35,Single Drone
906.65,28.73,2.82,103.95,92.74,81.8,Drone Swarm
193.47,6.54,0.03,15.56,37.78,0.0,Bird
38.48,11.31,0.03,28.63,41.14,0.0,Bird
867.88,33.9,2.35,92.45,97.56,101.99,Drone Swarm
777.93,31.13,0.45,59.61,50.6,39.49,Single Drone
182.48,13.53,0.36,58.18,63.98,55.46,Single Drone
986.68,39.83,1.8,94.87,94.58,75.62,Drone Swarm
710.22,28.79,0.44,53.6,48.88,54.71,Single Drone
246.19,19.14,2.97,98.7,78.1,81.61,Drone Swarm
827.02,42.66,4.2,88.77,72.51,95.55,Drone Swarm
710.86,22.52,4.39,80.35,70.61,114.77,Drone Swarm
191.25,20.53,0.01,18.58,38.98,0.0,Bird
134.53,37.75,2.8,108.81,74.55,76.39,Drone Swarm
403.21,11.76,3.18,104.98,72.47,88.73,Drone Swarm
42.1,8.84,0.04,12.82,37.99,0.0,Bird
532.39,43.42,5.82,87.37,71.81,103.06,Drone Swarm
625.6,13.33,0.29,59.33,61.03,34.36,Single Drone
844.76,32.23,1.64,88.61,85.8,86.3,Drone Swarm
582.36,43.38,2.42,108.13,85.35,82.7,Drone Swarm
533.82,40.22,5.62,102.95,74.22,74.64,Drone Swarm
122.78,7.55,0.05,19.75,40.39,0.0,Bird
463.26,24.61,0.36,60.4,64.78,55.68,Single Drone
863.48,17.18,5.78,76.2,76.7,82.71,Drone Swarm
495.94,13.9,0.25,50.95,50.6,35.92,Single Drone
556.4,26.87,0.45,68.3,45.83,32.5,Single Drone
35.91,20.61,0.01,11.14,41.4,0.0,Bird
476.88,19.05,4.76,93.95,85.19,112.96,Drone Swarm
55.95,19.16,0.04,25.79,40.5,0.0,Bird
375.11,39.58,0.39,52.45,59.78,31.65,Single Drone
59.83,23.81,0.01,28.08,39.23,0.0,Bird
90.64,36.25,4.55,94.28,71.82,75.56,Drone Swarm
417.09,44.41,4.02,81.71,83.36,77.59,Drone Swarm
166.17,40.85,1.91,98.08,97.6,110.78,Drone Swarm
845.6,25.09,0.27,46.41,51.62,46.23,Single Drone
110.26,11.54,0.03,26.76,40.35,0.0,Bird
716.64,40.24,3.82,100.04,75.87,104.11,Drone Swarm
113.28,10.2,0.02,18.22,37.19,0.0,Bird
461.21,43.05,3.83,80.44,99.69,90.77,Drone Swarm
36.5,10.95,0.03,18.66,38.2,0.0,Bird
32.58,18.18,0.03,22.97,39.74,0.0,Bird
763.85,10.88,0.19,48.66,59.04,45.6,Single Drone
947.93,17.03,4.47,109.54,76.81,115.3,Drone Swarm
82.8,23.66,0.04,27.37,40.74,0.0,Bird
627.8,42.13,0.34,55.2,51.59,51.36,Single Drone
491.18,29.68,3.84,105.05,91.74,83.0,Drone Swarm
769.77,28.46,1.93,81.86,97.12,117.74,Drone Swarm
787.08,19.32,0.43,47.57,48.78,39.77,Single Drone
211.3,42.93,2.99,104.18,94.78,85.47,Drone Swarm
166.04,12.89,0.04,12.33,38.73,0.0,Bird
771.03,10.64,0.41,57.56,54.01,31.91,Single Drone
89.31,19.47,0.02,26.1,38.36,0.0,Bird
850.14,27.73,3.51,92.95,93.36,111.13,Drone Swarm
204.12,22.17,5.98,85.81,73.31,93.85,Drone Swarm
474.01,34.9,0.28,67.83,57.28,50.78,Single Drone
77.63,16.11,0.02,22.41,38.4,0.0,Bird
86.48,44.67,0.36,58.87,54.92,53.26,Single Drone
64.29,24.54,0.03,19.1,37.67,0.0,Bird
131.68,22.68,4.62,87.34,93.58,102.48,Drone Swarm
66.62,13.42,0.12,58.2,53.76,50.03,Single Drone
466.0,39.68,0.34,67.16,62.44,35.31,Single Drone
581.26,25.04,0.21,63.35,49.89,59.74,Single Drone
785.76,44.72,0.16,63.14,63.97,39.36,Single Drone
157.35,20.53,0.04,26.29,40.13,0.0,Bird
